y_test,y_pred,y_proba
0,0,0.09703531211600681
0,0,0.17184179019410295
0,0,0.15163615933947489
0,0,0.17810887835707753
0,0,0.31664174215060803
0,0,0.37708566363383567
0,0,0.07732543058922169
0,0,0.36568086346780787
0,1,0.7438549381781699
0,0,0.16205945979464878
1,1,0.8516867207902821
0,1,0.5556965251616016
0,0,0.06170468052609456
0,0,0.14245620591807948
0,0,0.26374582568623167
0,0,0.051951887977363775
0,0,0.21561080439175065
0,0,0.2771556293354478
1,1,0.8622390269360461
0,1,0.5654467198642745
1,1,0.8192242863592039
0,0,0.026608615990563224
0,0,0.14336118968955205
1,1,0.661150650637782
0,0,0.1816595294083843
0,0,0.32355475318553195
0,0,0.22425412525492877
0,0,0.16338649149059795
0,0,0.22715189698149682
0,0,0.45723429575064317
0,0,0.19364644397090686
1,1,0.8060863087059664
0,1,0.7963245460073748
0,0,0.10813464103035844
0,1,0.7030719708561699
1,0,0.11660302034182775
0,0,0.1762470487213353
0,0,0.1609676931237348
0,1,0.6472859370259673
1,0,0.4530436802044237
0,0,0.16606264665875606
0,0,0.12985869257140714
0,1,0.6493802395885554
1,0,0.4232479720082397
0,0,0.08528082670662972
0,0,0.16879073375139506
0,1,0.5101010430748361
1,1,0.9027956402246475
0,0,0.14234277726204445
1,1,0.91532544684723
0,0,0.40292812261182215
0,1,0.5230812862595415
0,0,0.059151337336381365
0,0,0.03532533733471925
0,1,0.7204127446514496
0,0,0.26268572879095764
0,0,0.33009745609702285
0,0,0.16882850870983548
0,0,0.3389611141641635
0,0,0.03356733683659835
0,0,0.03321065758899069
0,0,0.08281763302894118
1,1,0.6953299596180419
0,0,0.2905410503517005
0,0,0.20652969781486827
0,0,0.2065351734913574
1,0,0.32894491491541844
0,0,0.2640091835746977
0,0,0.028452181386301453
0,0,0.08319491658819185
0,0,0.21166899504325776
1,1,0.8476574661038953
0,0,0.37909006666001643
1,1,0.5004392460431508
1,1,0.9578836201785791
0,0,0.2189405198921287
0,0,0.1764933711092887
0,0,0.2713980497965518
0,0,0.3240973149298001
1,1,0.7326907603046428
0,0,0.10877487394708599
0,0,0.1841039989235982
1,0,0.15155367574312936
0,0,0.4023118193056128
0,0,0.37295181051868914
0,0,0.06710102043681467
0,0,0.4698046858177666
0,1,0.6135999454080896
0,0,0.1378135784935007
1,0,0.393693177605633
0,0,0.20398887731187332
0,0,0.11687839644130729
0,0,0.3203654292148021
0,0,0.15523317778418247
1,1,0.9372969154786069
0,0,0.20336719275826545
1,0,0.15713602049346792
0,0,0.294412109014241
0,0,0.14228552845805387
0,0,0.019595836741156853
0,1,0.5821414252220553
0,0,0.08186733589908685
0,0,0.17607000452431062
1,0,0.3549437831115968
0,0,0.24245867007993083
0,0,0.34749736273389104
0,0,0.3276164359437763
0,0,0.12818698744202958
0,0,0.20401195822449608
0,0,0.16160380193847793
0,0,0.1549771950475175
0,0,0.43952427126325555
0,0,0.2892186667224913
0,0,0.4811261060284099
0,0,0.10356461526288413
1,1,0.5707985147941055
0,0,0.171617272953421
0,0,0.044225411176574546
0,1,0.6802198024649226
1,0,0.12953785748041566
0,0,0.3592976886193305
0,1,0.5163228646653603
0,0,0.07219788714170922
0,1,0.501966158945174
0,0,0.16269085071432102
